LEAR_ID,AGENCYNAME,CITY,ZIPCODE,STATE,COUNTY,FIPS,ORI9,POPSERVED,POPGROUP,AGENCYTYPE,STRATA,FTSAUTH,FTSWORN,EDIT_FTSWORN,FTLIM,FTNON,TOTFTEMP,PTSWORN,PTLIM,PTNON,TOTPTEMP,NUMRESPOFF,NUMCPO,NUMSRO,FTRES_SWN,PTRES_SWN,FTRES_LIM,PTRES_LIM,FTRES_NON,PTRES_NON,ADMIN_SWN,FIELD_SWN,PATR_SWN,DET_SWN,TECH_SWN,JAIL_SWN,COURT_SWN,OTHER_SWN,ADMIN_LIM,FIELD_LIM,PATR_LIM,DET_LIM,TECH_LIM,JAIL_LIM,COURT_LIM,OTHER_LIM,ADMIN_NON,FIELD_NON,PATR_NON,DET_NON,TECH_NON,JAIL_NON,COURT_NON,OTHER_NON,OPBUDGET,OPBUDGET_EST,EDIT_OPBUDGET,FY_BEGMO,FY_BEGDAY,FY_ENDMO,FY_ENDDAY,ASSETFOR,ASSETFOR_EST,PERS_EDU_MIN,PERS_EDU_HRS,PERS_MIL,PERS_CITZN,PERS_TRN_ACAD,PERS_TRN_FIELD,PERS_TRN_INSVC,PERS_BACKINV,PERS_CREDHIS,PERS_CRIMHIS,PERS_DRIVHIS,PERS_SOCMED,PERS_INTERVW,PERS_PERSTEST,PERS_POLY,PERS_PSYCH,PERS_VOICE,PERS_APTEST,PERS_PROBSOLV,PERS_CULTURE,PERS_CONFLICT,PERS_DRUG,PERS_MED,PERS_VISN,PERS_PHYS,PERS_BILING_SWN,PERS_BILING_LIM,PERS_BILING_NON,PERS_NEW_WHT,PERS_NEW_BLK,PERS_NEW_HSP,PERS_NEW_IND,PERS_NEW_ASN,PERS_NEW_HAW,PERS_NEW_TWO,PERS_NEW_UNK,PERS_NEW_TOTR,PERS_NEW_MALE,PERS_NEW_FEM,PERS_NEW_TOTS,PERS_SEP_WHT,PERS_SEP_BLK,PERS_SEP_HSP,PERS_SEP_IND,PERS_SEP_ASN,PERS_SEP_HAW,PERS_SEP_TWO,PERS_SEP_UNK,PERS_SEP_TOTR,PERS_SEP_MALE,PERS_SEP_FEM,PERS_SEP_TOTS,PERS_WHITE_MALE,PERS_BLACK_MALE,PERS_HISP_MALE,PERS_AMIND_MALE,PERS_ASIAN_MALE,PERS_HAWPI_MALE,PERS_MULTI_MALE,PERS_UNK_MALE,PERS_MALE,PERS_WHITE_FEM,PERS_BLACK_FEM,PERS_HISP_FEM,PERS_AMIND_FEM,PERS_ASIAN_FEM,PERS_HAWPI_FEM,PERS_MULTI_FEM,PERS_UNK_FEM,PERS_FEMALE,PERS_CHF_SEX,PERS_CHF_RACE,PERS_SUP_INTM_WH,PERS_SUP_INTM_BK,PERS_SUP_INTM_HS,PERS_SUP_INTM_AI,PERS_SUP_INTM_AS,PERS_SUP_INTM_HA,PERS_SUP_INTM_MUL,PERS_SUP_INTM_UNK,PERS_SUP_INTM_TOTR,PERS_SUP_INTM_MALE,PERS_SUP_INTM_FEM,PERS_SUP_INTM_TOTS,PERS_SUP_SGT_WH,PERS_SUP_SGT_BK,PERS_SUP_SGT_HS,PERS_SUP_SGT_AI,PERS_SUP_SGT_AS,PERS_SUP_SGT_HA,PERS_SUP_SGT_MUL,PERS_SUP_SGT_UNK,PERS_SUP_SGT_TOTR,PERS_SUP_SGT_MALE,PERS_SUP_SGT_FEM,PERS_SUP_SGT_TOTS,PERS_COLBAR_SWN,PERS_COLBAR_LIM,PERS_COLBAR_NON,OPER_CFS,OPER_CFS_EST,OPER_DIS,OPER_DIS_EST,OPER_CARPAT,OPER_MOTOPAT,OPER_FOOTPAT,OPER_HORSPAT,OPER_BIKEPAT,OPER_SEGPAT,OPER_AIRPAT,OPER_BOATPAT,OPER_OTHPAT,OPER_OTHPAT_SP,OPER_OTHPAT_FLAG,OPER_OFFROAD,OPER_SNOWMOB,OPER_UAV,OPER_GOLF,CP_MISSION,CP_PLAN,CP_TECH,CP_CPACAD,CP_TRN_NEW,CP_TRN_INSRV,CP_SARA_NUM,CP_BEATS_NUM,CP_PSP_ADVGRP,CP_PSP_BUSGRP,CP_PSP_LEA,CP_PSP_NEIGH,CP_PSP_UNIV,CP_PSP_OTH,CP_PSP_OTH_SP,CP_PSP_OTH_FLAG,CP_PSP_SCHOOL,CP_PSP_FAITH,CP_PSP_HEALTH,CP_PSP_GOV,CP_PSP_COMM,CP_SURVEY,CP_NOSURV,CP_SURV_CRPROB,CP_SURV_RESOURCE,CP_SURV_PERFORM,CP_SURV_TRAINING,CP_SURV_POLICY,EQ_PRM_AGCY,EQ_PRM_CASH,EQ_PRM_IND,EQ_PRM_NOAUTH,EQ_BCK_AGCY,EQ_BCK_CASH,EQ_BCK_IND,EQ_BCK_NOAUTH,EQ_BDYARM_AGCY,EQ_BDYARM_CASH,EQ_BDYARM_IND,EQ_BDYARM_NOAUTH,EQ_UNI_AGCY,EQ_UNI_CASH,EQ_UNI_IND,EQ_UNI_NOAUTH,EQ_SEMI_ON_PRIM,EQ_SEMI_ON_BACK,EQ_SEMI_OFF,EQ_SEMI_NOAUTH,EQ_REV_ON_PRIM,EQ_REV_ON_BACK,EQ_REV_OFF,EQ_REV_NOAUTH,EQ_SEC_FULLAUTO,EQ_SEC_SEMIAUTO,EQ_SEC_MANUAL,EQ_SEC_SHOTGUN,EQ_SEC_OTH,EQ_SEC_OTH_SP,EQ_SEC_OTH_FLAG,EQ_SEC_NOAUTH,EQ_SEC_HANDGUN,EQ_SEC_LTHLETH,EQ_AUTH_OHAND,EQ_AUTH_CHAND,EQ_AUTH_TKDWN,EQ_AUTH_NECK,EQ_AUTH_LEG,EQ_AUTH_OC,EQ_AUTH_CHEM,EQ_AUTH_BTN,EQ_AUTH_BLNT,EQ_AUTH_CED,EQ_AUTH_EXP,EQ_AUTH_OTH,EQ_AUTH_OTH_SP,EQ_AUTH_OTH_FLAG,EQ_AUTH_DIV,EQ_AUTH_K9,EQ_AUTH_FIREARM,EQ_DOC_OHAND,EQ_DOC_CHAND,EQ_DOC_TKDWN,EQ_DOC_NECK,EQ_DOC_LEG,EQ_DOC_OC,EQ_DOC_CHEM,EQ_DOC_BTN,EQ_DOC_BLNT,EQ_DOC_DIS_CED,EQ_DOC_USE_CED,EQ_DOC_EXP,EQ_DOC_DIS_GUN,EQ_DOC_DCHG_GUN,EQ_DOC_OTH,EQ_DOC_OTH_SP,EQ_DOC_OTH_FLAG,EQ_DOC_ANYUOF,EQ_DOC_K9,EQ_DOC_INJ,EQ_DOC_DIV,EQ_BDYARM,EQ_SEATBELT,EQ_VEH_MRK,EQ_VEH_OTHMRK,EQ_VEH_UNMRK,EQ_VEH_OTHUNMRK,EQ_VEH_ARMOR,EQ_VEH_ATV,EQ_VEH_MTRCYCL,EQ_VEH_BOAT,EQ_VEH_MANAIR,EQ_VEH_DRONE,EQ_VEH_OTH,EQ_VEH_OTH_SP,EQ_VEH_OTH_FLAG,EQ_VEH_OHV,EQ_VEH_SNOWMOB,EQ_VEH_BIKE,EQ_VEH_HUMVEE,EQ_VEH_SEGWAY,EQ_VID_FIXED,EQ_VID_MOBILE,EQ_VID_CAR,EQ_VID_BWC,EQ_VID_WEAP,EQ_VID_DRONE,TECH_WEB_NONE,TECH_WEB_STAT,TECH_WEB_STOP,TECH_WEB_ARR,TECH_WEB_REPORT,TECH_WEB_ASK,TECH_WEB_COMPL,TECH_SM_TWITTER,TECH_SM_FB,TECH_SM_BLOG,TECH_SM_YOUTUBE,TECH_SM_MASSNOT,TECH_COMP_CRMANL,TECH_COMP_SNA,TECH_COMP_INTEL,TECH_COMP_INFSHR,TECH_COMP_BOOK,TECH_CIR,TECH_CIR_SPEC,TECH_TYP_AFIS,TECH_TYP_FACEREC,TECH_TYP_LPR,TECH_TYP_INFR,TECH_TYP_ENGD,TECH_TYP_VTRC,TECH_TYP_TIREDFL,TECH_TYP_GUNSHOT,TECH_TYP_TRACE,TECH_TYP_BALL,TECH_TYP_GPS,TECH_NO_IFC,TECH_IFC_MVREC,TECH_IFC_DRVREC,TECH_IFC_CRIMREC,TECH_IFC_WARR,TECH_IFC_PRTORD,TECH_IFC_INFSHR,TECH_IFC_ADDHIS,TECH_IFC_GISMAP,TECH_EIS,TECH_FILE_ARR,TECH_FILE_CFS,TECH_FILE_COMPL,TECH_FILE_CRS,TECH_FILE_GUNS,TECH_FILE_GANG,TECH_FILE_INFORM,TECH_ILES_INTEL,TECH_FILE_MVSTOP,TECH_FILE_MVACC,TECH_FILE_PAWN,TECH_FILE_PRTORD,TECH_FILE_PROP,TECH_FILE_STOPS,TECH_FILE_UOF,TECH_FILE_VIDEO,TECH_FILE_WARR,POL_VEHPURS,POL_DEADFORC,POL_LESSLETHAL,POL_CONDUCT,POL_MAXHRS,POL_OFFDTY,POL_MENTILL,POL_HOMELESS,POL_DOMDISP,POL_JUV,POL_INCUSDTH,POL_RACPROF,POL_COMPL,POL_STRPSRCH,POL_TERROR,POL_ACTSHOOT,POL_STFRSK,POL_FOOT,POL_MVSTOP,POL_MSCOND,POL_PRISTRP,POL_MASSDEM,POL_REPUOF,POL_BWC,POL_SOCMED,POL_CULTAW,POL_INV_INJRY,POL_INV_DTH,POL_INV_ICD,POL_INV_DCHG_GUN,POL_CCRB,POL_CCRB_SUBPWR,POL_COMP_EXTINV,ISSU_ADDR_BIAS,ISSU_ADDR_BOMB,ISSU_ADDR_CHILD,ISSU_ADDR_CRMPREV,ISSU_ADDR_CP,ISSU_ADDR_CRMANL,ISSU_ADDR_CYBER,ISSU_ADDR_DOM,ISSU_ADDR_DRUG_ED,ISSU_ADDR_DRUG_ENF,ISSU_ADDR_ENV,ISSU_ADDR_FIN,ISSU_ADDR_GUNS,ISSU_ADDR_GANG,ISSU_ADDR_HUMTRF,ISSU_ADDR_DUI,ISSU_ADDR_IA,ISSU_ADDR_JUV,ISSU_ADDR_MISCHD,ISSU_ADDR_REPOFF,ISSU_ADDR_RESRCH,ISSU_ADDR_SCH,ISSU_ADDR_SWAT,ISSU_ADDR_TERROR,ISSU_ADDR_VIC,FINALWGT,NEW_TOT_HIRES,NEW_TOT_SEP,FINALWGT_NTH_NTS,FLAG1,FLAG2,FLAG3,FLAG4,FLAG5,FLAG6,FLAG7
"643916","MCHENRY COUNTY SHERIFF'S OFFICE","TOWNER","58788","ND","MCHENRY",38049,"ND0250000",5963,8,2,205,8,8,0,0,0,8,0,0,0,0,8,8,0,8,0,0,0,0,0,1,7,5,7,0,0,0,0,,,,,,,,,,,,,,,,,575975.00,,0,1,1,12,31,0,,4,,1,1,715,240,20,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,0,,,2,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,2,2,0,2,7,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,,,244,,244,,1,3,3,3,3,3,3,3,3,"",,3,3,3,3,1,1,1,2,1,1,5,0,2,1,1,2,2,2,"",,2,2,2,2,2,1,1,,,,,,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,,,,,1,1,2,1,2,"",,2,2,2,1,1,1,1,1,1,,1,,1,,,"",1,,,1,1,1,1,1,1,1,,1,,1,1,,,,1,"Mach",3,,,,,1,1,1,1,2,2,2,2,2,2,2,2,2,"",,2,2,2,2,2,0,0,8,8,0,0,1,,,,,,,2,1,2,2,2,2,1,1,1,2,1,"",2,2,2,2,2,2,1,2,2,2,1,,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,,,5,5,2,2,2,5,5,2,2,2,5,5,2,5,2,2,5,2,2,2,5,2,5,2,2,7.666666666667,2,2,8.265625000000,0,0,0,0,0,0,0
"644180","SEWARD COUNTY SHERIFFS OFFICE","SEWARD","68434","NE","SEWARD",31159,"NB0800000",17284,7,2,204,15,15,0,0,10,25,4,0,0,4,15,0,0,0,4,0,0,10,0,2,13,13,0,0,0,0,0,,,,,,,,,2,0,0,0,0,8,0,0,2644435.00,,0,7,1,6,30,399684,,4,,2,1,643,480,20,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,,0,2,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,2,1,1,2,14,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,3,3,0,3,3,,3,7661,,7400,,1,3,2,3,3,3,3,3,3,"",,3,3,3,3,2,2,2,2,3,3,13,13,2,2,2,2,2,2,"",,2,2,2,2,2,2,1,,,,,,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,2,"",,2,2,2,1,1,1,,,2,,2,,1,,,"",,,,,1,1,1,,,1,,1,,2,1,,2,1,,"",,,,,,1,1,1,1,1,1,2,2,2,2,2,2,2,"",,2,2,2,2,2,28,0,15,0,0,0,,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,"",1,2,2,2,2,2,1,2,2,2,1,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,,,2,4,2,2,3,3,3,2,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,3,8.811320754717,2,2,9.156862745098,0,0,0,0,0,0,0
"644411","PLYMOUTH POLICE DEPARTMENT","PLYMOUTH","03264","NH","GRAFTON",33009,"NH0056600",6395,8,1,104,14,12,0,0,6,18,2,0,6,8,10,1,0,0,2,0,0,0,0,2,10,8,2,0,0,0,0,,,,,,,,,2,0,0,0,4,0,0,2,1600000.00,1,0,7,1,6,30,6000,1,4,,1,1,600,520,8,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,0,,0,2,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,2,2,0,2,7,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,5,1,1,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,3,1,2,3,2,,1,20800,1,15000,1,1,3,1,3,3,3,3,3,3,"",,3,3,3,3,1,2,1,2,1,1,0,6,1,1,1,2,1,2,"",,2,2,2,2,2,2,1,,,,,,1,2,2,2,,,,1,1,2,2,2,1,2,2,2,1,2,2,2,,,,1,2,1,2,1,2,"",,2,2,2,1,1,1,,1,1,,1,,1,,,"",,,,,1,1,1,,1,1,1,1,,1,1,,1,1,,"",,,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,"",,2,2,2,2,2,1,1,0,0,0,0,,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,4,"",1,2,2,2,2,2,2,2,2,2,1,,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,,,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,6.978165938865,2,2,7.347126436782,0,0,0,0,0,0,0
"644433","SPRINGFIELD POLICE DEPARTMENT","SPRINGFIELD","03284","NH","SULLIVAN",33019,"NH0102200",1318,9,1,106,2,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,145361.00,,0,1,1,12,31,0,,4,,2,2,480,240,8,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,,,2,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,3,,,1200,1,1200,1,1,3,1,3,3,3,3,2,3,"",,3,3,3,3,1,1,1,2,,1,0,1,2,2,1,2,2,2,"",,2,2,2,2,2,2,1,,,,,,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,"",,2,2,2,1,1,1,,,1,,1,,1,,,"",,,,,2,2,1,,,1,,1,,1,1,,,,,"",,,,,,1,1,1,1,2,2,2,2,2,1,2,,2,"",,2,2,2,2,2,4,0,2,1,0,0,,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,3,"",2,2,2,2,2,2,2,2,2,2,1,,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,5,3,3,3,3,3,3,5,3,3,3,3,5,3,3,2,3,3,3,2,5,5,5,3,8.134048069512,2,0,8.587619523202,0,0,0,0,0,0,0
"644532","BOONTON TOWNSHIP POLICE","BOONTON TOWNSHIP","07005","NJ","MORRIS",34027,"NJ0140200",4362,8,1,104,23,13,0,0,0,13,0,0,1,1,13,0,0,0,0,0,0,0,0,2,11,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1518161.00,,1,1,1,12,31,20,1,2,,1,1,920,480,44,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,,,2,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,2,2,0,2,12,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,2,2,0,2,1,,,6700,1,6700,1,1,3,2,3,2,3,3,3,3,"",1,2,3,3,3,1,1,2,2,1,2,,,2,2,1,2,2,2,"",1,1,2,2,2,2,2,1,,,,,,1,2,2,2,,,,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,1,2,"",,2,2,2,1,1,1,,1,1,,1,,,,,"",,,,,1,1,1,,1,1,,1,,,,,1,1,,"",,,,,,,,1,1,1,1,2,1,2,2,2,2,2,"",,2,2,2,2,2,5,0,6,0,0,0,,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,3,"",1,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,,,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,2,2,4,4,4,6.978165938865,2,2,7.347126436782,0,0,0,0,0,0,0
"644537","BOROUGH OF PINE BEACH POLICE DEPARTMENT","PINE BEACH","08741","NJ","",,"",2152,9,1,105,8,8,0,0,1,9,1,0,0,1,7,3,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,,,,,,,,,0,0,0,0,1,0,0,0,500000.00,1,1,1,1,12,31,0,,4,,2,1,733,240,0,1,2,1,1,2,1,2,2,,2,2,2,2,2,1,2,2,2,0,,0,2,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,1,1,0,1,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,1,,3,2648,,1302,,1,3,2,3,2,3,3,3,3,"",,3,3,3,3,,2,2,2,3,3,0,0,2,2,2,2,2,2,"",,2,2,2,2,2,2,1,,,,,,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,"",,2,2,2,1,1,1,,,1,,,,,,,"",,,,,1,1,1,1,,1,,,,,,,1,1,,"",,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,"",,2,2,2,2,2,12,3,3,8,0,0,,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,3,"",1,2,2,2,2,2,2,2,2,2,2,,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,,,5,5,3,3,3,3,3,3,3,3,5,3,3,5,5,3,2,3,3,3,2,2,5,5,3,7.304746110716,2,1,7.607533514269,0,0,0,0,0,0,0
"644539","BOUND BROOK POLICE","BOUND BROOK","08805","NJ","SOMERSET",34035,"NJ0180400",10455,7,1,104,23,23,0,0,5,28,0,0,0,0,23,0,1,0,0,0,0,0,0,4,19,17,2,5,0,0,0,,,,,,,,,0,0,0,0,5,0,0,0,3093039.00,,0,1,1,12,31,956,1,4,,2,1,170,125,100,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,5,,2,1,1,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,1,1,0,1,21,1,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,4,4,0,4,1,,3,18688,1,18688,1,1,3,1,3,3,3,3,3,3,"",,3,3,3,3,1,2,2,2,2,3,0,0,2,2,2,2,2,2,"",,2,2,2,2,2,2,1,,,,,,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,2,,,,,1,2,2,2,2,"",,2,2,2,1,1,1,1,,1,,1,,,,,"",,,,,1,1,1,1,,1,,1,,,,,2,1,,"",,,,,,1,1,1,1,1,1,2,1,2,2,2,2,2,"",,2,2,2,2,2,1,0,9,0,0,0,,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,4,"",1,2,1,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,,,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,6.978165938865,2,1,7.347126436782,0,0,0,0,0,0,0
"644540","BRADLEY BEACH POLICE","BRADLEY BEACH","07720","NJ","MONMOUTH",34025,"NJ0130800",4246,8,1,104,18,18,0,0,3,21,3,16,0,19,13,0,0,0,0,0,0,0,0,4,14,12,2,0,0,0,0,,,,,,,,,0,0,0,0,3,0,0,0,2061040.00,,0,1,1,12,31,0,,4,,2,1,790,40,30,1,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,,1,2,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1,0,0,0,0,17,1,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,3,3,0,3,2,0,0,1,0,0,0,0,3,3,0,3,1,,2,9800,1,8000,1,1,3,1,3,2,2,3,3,3,"",1,2,3,3,3,,2,1,2,2,3,16,16,1,2,1,1,2,2,"",,2,2,2,2,2,2,1,,,,,,1,2,2,2,,,,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,"",1,2,2,2,1,1,1,,1,1,,1,,,,,"",,,,,1,1,1,,1,1,,1,,,,,2,1,,"",,,,,,1,1,1,1,1,2,2,1,2,2,2,2,2,"",,2,2,2,2,2,15,0,0,0,0,0,,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,3,"",1,2,1,2,2,2,2,2,1,2,1,,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,1,2,2,1,3,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,,,2,4,3,3,3,2,3,3,2,3,3,3,2,2,4,3,2,3,3,3,2,3,2,2,3,6.978165938865,2,0,7.347126436782,0,0,0,0,0,0,0
"644546","BRIELLE POLICE","BRIELLE","08730","NJ","MONMOUTH",34025,"NJ0130900",4715,8,1,104,14,14,0,0,1,15,4,1,1,6,14,0,1,4,0,0,1,0,0,2,7,4,1,0,0,0,0,,,,,,,,,1,0,0,0,1,0,0,0,2204000.00,,0,3,14,3,13,4546,1,3,60,2,1,790,320,200,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,0,,0,2,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,5,0,0,0,0,0,0,0,5,5,0,5,1,,3,12500,1,0,,1,3,2,3,2,3,3,1,3,"",,3,3,3,3,1,2,2,2,1,2,0,3,1,2,1,2,1,2,"",,2,2,2,2,2,2,1,,,,,,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,,,,,1,1,2,2,2,"",,2,2,2,1,1,1,,2,1,,1,,,,,"",,,,,1,1,1,,2,1,,1,,,,,1,1,,"",,,,,,1,1,1,1,1,1,2,2,2,1,2,1,2,"",,2,2,2,2,2,2,0,2,0,0,2,,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,1,3,"",1,2,1,2,2,2,2,2,1,2,1,,1,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,,,3,4,3,3,3,4,3,3,3,3,3,3,1,4,5,2,1,2,3,3,4,3,3,3,3,6.978165938865,2,0,7.347126436782,0,0,0,0,0,0,0
"644568","CAPE MAY CITY POLICE","CAPE MAY","08204","NJ","CAPE MAY",34009,"NJ0050200",3500,8,1,104,21,21,0,0,5,26,0,10,0,10,16,0,0,0,10,0,0,0,1,2,19,17,2,0,0,0,0,,,,,,,,,1,0,0,0,4,0,0,0,2918525.00,,0,1,1,12,31,1600,1,4,,2,1,800,400,22,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,0,,0,2,0,0,0,0,0,0,0,2,0,2,2,3,0,0,0,0,0,0,0,3,3,0,3,17,1,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5,5,0,5,2,,2,15124,,13500,1,1,3,1,3,1,3,3,3,3,"",,3,3,3,3,1,1,2,2,2,2,16,8,2,2,2,2,2,2,"",,2,2,2,2,2,2,1,,,,,,1,2,2,2,,,,1,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,1,2,"",,2,2,2,1,1,1,,,1,,1,,,,,"",,,,,1,1,1,,,1,,1,,,,,1,1,,"",,,,,,1,1,1,1,1,1,2,1,2,2,2,2,2,"",,2,2,2,2,2,10,0,6,0,0,0,,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,"",1,2,2,1,2,2,2,2,2,2,2,,1,2,2,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,4,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,,,2,3,2,3,3,4,2,3,2,2,3,2,3,3,2,3,1,2,2,3,1,2,5,2,3,6.978165938865,2,3,7.347126436782,0,0,0,0,0,0,0
